10,10,10,10,DeltamapZ,DeltamapZ,DeltamapZ,DeltamapZ,cMapZ,cMapZ,cMapZ,cMapZ
0.8201644,1.00069118,0.52199975,0.63092294,1.22251678,0.92687934,1.05232283,0.68289149,1.19658247,0.78712223,0.96559335,0.8182629
1.42297212,0.72007909,0.60734242,0.61407529,0.70685193,0.75260464,0.67822786,0.70285414,1.10878201,0.97677569,0.72046072,1.14413172
1.12550572,1.03024215,0.74897402,0.81214148,0.80335758,0.96119462,1.1717914,0.98196921,0.73234732,0.71088117,0.80959638,0.6635286
0.97846591,0.94839182,0.56731911,0.61556069,0.74740807,1.10855429,1.00371902,0.68892041,1.34256193,0.89623335,1.09351722,0.95285708
1.30101817,1.22772371,0.70665389,0.65250634,0.71952803,1.31900347,0.94959102,0.97801964,0.93122168,1.12218681,1.46160707,0.87740455
0.95194475,1.22629448,0.61006123,0.66059766,1.19232972,0.8043664,1.21237908,0.71003608,0.97078438,1.37696779,1.73299759,0.61005809
1.18477176,0.99428251,0.70208066,0.73944004,0.72402047,0.7255505,1.40227441,0.94770185,1.21573873,1.66055551,1.33178675,0.63764701
1.14500793,0.89727827,1.05566786,0.81155507,0.76025484,1.47621441,0.87551785,0.81331053,1.05956848,1.01870406,0.89124101,1.22553901
1.26623419,0.98564553,0.60797512,0.94988118,1.41729043,0.80371001,1.29924729,1.20401371,0.72486245,0.82930654,1.20968264,0.92444135
0.83034773,1.31283397,0.66297571,1.36299526,0.94035833,0.88090348,1.22953001,0.88200521,1.16445722,0.88678406,0.8685809,0.64014868
1.55002774,1.00783674,0.69637239,0.90943284,0.60025477,1.14667626,1.38192129,0.68112059,1.28857272,1.01855831,1.15541769,1.06222952
1.19720241,0.91179793,0.73763694,0.65826742,1.53305552,0.81569391,1.38416727,0.75854619,1.0602193,1.62922856,1.0727862,0.68186166
0.96610128,1.2572086,1.27954652,0.78812887,0.71402863,1.20785005,1.26820789,1.10570178,0.84996928,1.28497286,1.36715362,1.04890688
0.98481742,0.85698469,1.40985804,0.5945283,1.02005634,1.1964207,1.28723357,0.92232506,0.73954488,1.23209334,1.36818608,1.24396263
2.02358695,1.35552284,0.57455012,0.6142488,1.08243768,0.76719737,1.02917596,0.849275,0.68126518,0.7285262,0.80598347,1.29797101
1.06452541,1.32760466,0.99565078,0.82388465,0.94808671,1.03476212,1.26595845,0.8073096,0.66240719,1.63389847,1.34166538,1.27202147
1.24890646,1.15202566,1.29135722,0.79542012,0.69472756,0.9966584,0.97537644,0.91483581,1.9381026,1.70904561,1.25348605,0.94516547
1.14239043,1.30395733,0.52027067,0.65073176,0.93890349,0.96562139,0.63576326,1.20678702,0.99515935,1.44099084,1.15915011,1.30394056
1.26292027,1.58159167,1.1812386,0.75294138,0.83375325,0.96264282,0.49256884,0.88954207,0.86675003,0.85219129,1.45529018,1.43383175
1.07572115,0.67771213,0.57881941,0.96915193,1.27999708,0.98787844,0.8515779,0.72998661,1.49311694,1.72351943,0.86682662,1.23725118
1.48295264,1.68005057,0.67000138,1.38335678,1.2701513,1.53540522,0.57675668,1.30187805,1.18077319,1.31837001,1.37379944,1.45555862
1.34852533,1.55757721,0.93343176,0.82691371,1.67167214,1.20641372,0.52085336,0.8649564,1.14325186,1.26866669,1.00225803,0.82914578
1.79536751,1.06368337,0.59625082,0.95471952,0.8730571,1.12640399,0.89862141,0.96117974,0.79255673,1.67548591,1.51751098,1.23259835
1.2711832,1.30708253,0.61310389,0.67050994,0.61008658,0.96722959,0.56861529,0.99650133,1.10416243,1.06139094,1.3685877,1.35121782
1.15103601,1.21814005,0.66607697,0.64814252,0.55991209,0.83732436,0.58486812,1.06841776,0.96731951,1.93623036,1.36827883,1.66741502
1.88508665,1.27626228,0.67095803,1.06263655,1.07880588,0.86993104,0.87605754,0.85265714,0.93748366,1.29286832,1.36887478,1.21852418
0.58842078,0.93738053,0.93612257,0.93599918,0.60012471,1.16598237,0.58102375,0.8526502,1.20895301,1.36849586,0.98299547,0.88188536
0.68405121,0.905722,0.66076687,1.27269928,0.70246762,1.01190157,0.86670747,0.98867536,1.05951065,1.85956823,0.97582349,0.99434129
1.1492228,1.07571154,0.60207388,0.64011277,0.87604802,0.95610778,0.57794524,0.93607102,1.37742918,1.35818728,1.74537429,0.89321213
0.5932813,1.1278494,0.63219788,0.67920993,0.97967943,0.87390343,0.74676786,0.78753531,1.04764238,1.23065651,1.29271287,0.64437724
0.99910467,1.56230187,0.66431249,0.88949075,0.73885168,1.14407138,1.05851925,1.4126123,1.24973574,1.19760831,1.243962,0.93444855
0.61744833,1.15598494,1.03961774,0.78098217,0.60941573,0.90171809,0.7276273,0.89952555,1.08014663,1.58651208,1.16934133,1.43467661
1.46953157,1.20256687,0.67897386,1.17099145,0.63517046,0.91374475,0.70193222,0.95554912,0.63279615,1.23334832,1.21752683,1.08265817
1.5597318,1.21962847,0.67735173,1.2786629,1.20555712,1.24595134,0.79346377,1.4800374,0.75642481,0.97594341,1.21561454,1.44228467
1.11520957,1.27416532,0.59323379,0.75584497,1.12102955,1.04430343,0.58539533,0.81127434,0.79371919,1.73741384,0.55581918,1.21942038
1.12285978,1.23027795,0.86151179,0.97643638,0.57485517,0.83056241,1.04391292,0.91814002,0.80126106,1.13152079,0.56365239,0.90446689
0.69975884,1.4126613,0.71960574,0.68516193,1.15483961,1.11216921,0.79808265,0.46313603,1.31339549,1.25332285,0.6095357,1.21549468
0.97297775,1.38356113,0.78116374,0.94551197,1.1195581,1.36032349,0.7361882,0.48385207,0.63017093,1.58776687,1.02659772,1.1382647
0.69035414,1.73193484,0.75601187,1.23914559,1.1425161,1.27709,0.69614894,0.66157611,0.5805258,0.89355552,0.60903967,1.23673232
1.04786435,0.91790546,0.97645464,1.13310801,1.49296169,0.51388768,0.93060288,0.63052195,1.38781836,1.83541806,1.27730505,1.1067324
1.37873664,1.26220603,0.81243646,0.83969128,0.70607858,0.58102945,1.04966072,0.54710117,1.19939396,1.51577975,0.81572258,0.84563652
0.72855285,1.91698108,0.7551844,1.21110785,0.76809532,0.51812223,0.57955273,0.56205278,0.73701458,1.41589834,1.30511488,0.98118319
0.97363312,1.06790388,0.76858269,1.03405731,0.86591711,0.74213718,0.6238596,0.63371442,1.41263915,1.6592507,0.91482973,1.09472496
1.28187613,1.31302339,0.70888209,1.35142112,0.83072207,0.86509167,0.77227113,0.595752,1.27881347,0.99867867,0.96716516,1.0809281
1.25717325,0.87939464,0.81336603,1.19155936,0.96506942,0.81655499,0.83515806,0.89256798,1.34102574,1.14297059,1.26078801,0.99270343
1.1676159,1.2387859,1.2765815,1.51853115,0.95301805,0.67586503,0.94196765,1.28849808,0.70132759,1.35672611,0.84750951,0.95870539
0.94923853,1.20459187,0.75633877,1.43201354,1.76215216,0.64314615,0.63898851,0.90418654,1.01459458,0.86482715,0.86488367,1.23415426
0.90860003,1.32279815,0.88344141,1.17986435,1.19529655,0.69709845,1.28397834,0.80414335,0.64840882,1.16642251,0.88717954,1.09096359
0.94278975,1.23991666,0.58903894,0.96111998,0.74176214,0.90742154,0.63778646,0.94653913,1.05777364,1.24608832,0.74708288,0.72686749
0.85362917,1.35992326,0.64130386,1.06661518,1.29552607,0.83219636,0.72574401,0.8510955,1.34073833,1.34659818,1.40394944,1.38062377
1.29943883,1.04088485,0.81545681,0.74577598,0.8221782,0.8688646,0.79292264,0.67968495,0.68006562,1.22197062,1.08290362,0.57505774
0.93130713,1.13740353,1.10293732,0.98163303,1.25494952,1.07909353,0.6680664,0.61851728,0.75919998,1.50095253,1.23774018,0.57858477
0.8719313,1.50772164,0.64539749,1.04936731,1.06702229,1.10556493,0.53240631,0.65551164,0.88184693,0.61095633,1.29911793,0.58315789
1.09525167,0.47118584,0.56439347,0.97697722,0.89969399,0.92042756,0.55322324,1.30616046,1.11619484,0.93646747,1.57928557,0.86150072
1.18149211,0.54528586,0.63851233,0.84186679,1.32897716,0.97674037,1.05141429,0.66333566,1.1226999,0.96197506,1.52974973,0.67855145
1.17830986,0.50418436,0.87345117,1.08850613,1.09363214,1.42196981,1.14254651,0.51573636,1.14329406,0.6325748,1.2571737,0.59912603
1.16727974,0.8121731,0.71854684,0.82357473,1.00415004,1.1580726,0.66125508,0.76154299,1.03180817,0.68625762,0.96044591,0.61944167
1.08270183,0.57036654,0.98285694,1.09661166,1.17135687,1.30816076,0.66781646,1.19762709,1.13201882,1.08155693,1.33593817,0.79542102
1.24027699,0.90307097,0.99915754,0.91669043,1.47885766,0.67800647,1.22496806,0.71025826,1.3009816,0.8928495,0.89139107,0.6315085
1.00541667,1.33638465,0.95613573,1.4220948,0.83512816,0.83110207,0.86237301,0.67222617,1.14338566,1.03151116,1.10569478,0.97916182
0.75822212,0.73681542,1.29670304,1.87900145,0.9255505,1.18342058,0.621613,0.87445512,1.22794876,1.31804052,1.62182006,0.7148995
1.08478959,0.93366324,0.79420064,0.84887378,1.09580035,0.9001222,0.78644487,0.56683158,1.17233249,1.2137441,1.16741889,0.74572788
1.22940038,1.59066349,0.77625563,1.13421854,0.72730339,0.84135024,0.74354791,0.90304582,1.21080178,1.16528847,1.24103061,0.60261639
1.58150141,1.51203127,0.72989447,1.39963661,1.08867368,0.7641682,0.73457512,0.83231683,1.18364506,1.03235798,1.61382187,1.13578815
1.13690677,1.21448825,0.6554815,0.99388273,0.50477008,0.79314372,0.84087058,1.00379529,1.16687916,1.22688883,1.3489779,1.00145034
1.43004858,1.40786199,0.73126456,0.99045528,0.54258562,1.19399826,1.0584913,0.67271837,0.54594054,1.38447357,0.50049997,0.93696706
0.5198556,0.94536066,1.3050525,1.62949962,1.1006144,0.96378499,0.61982608,0.89833072,0.96603293,1.23468182,0.58688178,0.87345117
0.71960346,0.99736796,0.61988127,1.19732564,0.82308519,0.96111021,1.04971977,0.85621859,0.54754063,1.3034913,0.5886844,0.95364855
0.52386311,1.62253727,1.0508091,0.63623415,0.66240719,0.96652078,0.96008683,0.73910389,1.07573503,1.43644494,0.88332413,0.61312818
0.76904723,1.07904197,1.11761893,0.53687138,0.93023956,1.22980807,1.39885202,0.73856573,0.63317309,1.23020397,0.57285177,0.72855539
1.34195847,1.47727924,1.18090482,0.54583872,0.72124717,1.02907284,0.90471532,0.86242205,0.70193877,1.64911781,0.90457349,1.28316947
0.72182996,1.14410233,0.86840592,0.6253354,1.00414242,1.56295606,1.17244916,0.86861092,0.73856353,1.21346804,0.91108434,0.79924281
0.74400651,1.35120703,1.4320234,0.75141586,1.13756895,1.02870412,0.87177185,0.94674541,0.53710389,0.92303635,0.86695557,0.6481013
0.8041944,1.08676232,1.17569695,0.64675132,0.60622544,0.78385822,1.03260254,1.05762112,1.05282833,1.03921883,1.09885537,0.70963843
1.09215209,1.65070573,0.84832158,0.66915725,1.1661225,0.99246906,0.62246507,0.99010485,0.62245599,1.33301623,1.2980719,0.7474122
1.35730345,1.44276805,1.2765229,0.59886164,0.83688818,1.40900348,1.00619009,0.80398181,0.88447141,1.01934878,0.63464473,1.02588749
1.13322189,1.36616836,1.34511958,0.66805945,0.94128218,0.96210302,1.33993568,0.95313773,0.77952369,1.38363579,1.28465413,0.99336856
0.97230276,0.86173224,0.74996545,0.57659429,0.63672736,1.07110975,0.79900093,0.8453439,0.61853562,0.9928598,1.53810347,1.06952254
1.08233886,0.86132139,1.05222372,0.53842491,0.93341247,1.35074471,0.90670514,0.67516562,0.95059221,0.98701906,1.26084405,0.71924255
0.87040177,0.99899242,0.72034391,0.62818151,1.15735962,1.04174329,0.86555466,0.95685478,0.52202323,1.88002221,1.61827951,1.08006374
1.45752029,1.37612495,0.80185713,0.64724225,1.28709163,0.96559223,0.71089502,0.53362783,1.30024199,1.19138559,0.8996642,1.13048541
1.32488022,0.7523362,0.70077451,0.93787741,1.41993339,1.05425116,0.84795441,0.82776468,0.83819088,0.98148893,0.85671646,0.97995099
1.19766897,1.09991973,0.82299883,1.092451,0.91696651,0.91032712,0.67247023,0.58461403,0.50695908,1.13820345,1.18624252,0.69703335
1.16515372,1.00321635,1.42316491,0.66509963,1.15370176,1.16436314,0.83841408,1.37308646,0.92848219,1.50946609,0.92642672,0.85704829
1.0427836,1.51515496,1.2013689,0.70953911,1.30418653,1.18450361,0.94156188,0.71599945,0.86944536,1.37291096,0.92181082,0.98618293
1.37777589,1.39726255,1.31741116,0.76804431,1.0976209,1.09228822,1.18388389,0.57782114,0.77098793,1.09961493,1.34660578,1.26666996
1.30014828,1.64191306,0.85750183,0.75967933,0.91976923,0.97765773,1.0963911,0.84797778,0.6471694,1.30487431,1.04731216,1.26438609
1.27890966,1.16419228,1.07579335,0.92575813,1.52375643,1.16670636,0.97671996,0.6157595,0.69133046,1.42500552,0.9490943,1.42269395
1.03611213,1.14765397,1.23249379,0.86249462,0.73444954,0.55490046,0.87551808,0.93534337,0.85356637,1.65728841,1.34165895,0.97846471
1.3075169,1.04821129,0.88331597,0.73445384,0.79573543,0.61307503,1.07212487,0.57470208,0.66696249,0.67256249,1.14519407,0.75676811
1.19954156,1.70529771,0.80954094,0.89086594,0.82225578,1.05029084,1.19082751,0.86222599,1.25610379,0.55339989,1.17528019,0.76555806
1.1842523,1.40551656,0.95921451,0.72255551,1.05117403,0.87584749,0.68906384,1.10216874,0.64164831,0.71482078,1.06657736,0.68147866
0.9185142,1.23919625,0.79111873,1.2757907,1.02155545,1.10254506,1.19730361,1.15445425,1.11107854,0.87197055,1.32630639,0.75210035
1.28239937,1.25725625,0.80920585,0.99249947,1.22630694,0.89799696,1.14247353,0.87490961,1.24741216,0.81498126,1.62089159,0.79738487
1.07563939,1.21208456,0.65124828,0.67971311,1.06399292,1.42348764,1.29161232,1.08628477,1.24281888,0.61857111,1.34595269,0.95575305
1.13813934,1.69515428,0.61312818,0.99604918,1.13359909,1.00817433,1.17491686,0.80643766,1.2024144,0.92074848,1.31023843,0.74197671
1.62529231,0.88789783,1.2847054,0.62698818,1.14338596,0.75080045,0.77880853,0.60869302,0.65761339,0.74557037,1.36323215,1.26410105
1.16911196,1.81490183,0.68062387,0.91562271,0.83016192,0.67880143,1.00486006,0.9706991,0.67366693,0.97717774,1.37181901,1.28666399
1.32360885,1.32679138,1.06597116,0.84531539,1.48482416,0.75452606,1.14494855,0.72696178,1.10003083,0.72480818,0.690428,0.98621052
0.95920019,1.49174635,1.22193476,0.75513227,1.0097306,1.2739058,0.81162378,0.72344957,0.76969872,0.8174023,0.64582565,1.10953336
1.16813379,1.07528705,1.16281933,1.23693085,1.61256307,0.88325614,1.03154487,0.78410582,0.85498764,0.87784896,0.60498004,1.15819219
1.19274452,0.93281511,1.41227077,1.26856013,1.46633096,0.90101393,0.98826119,0.75887272,0.88094883,1.20874777,0.57676176,1.18526391
1.02991936,1.54116672,0.88846224,0.99400189,1.37998818,1.82097881,1.24660026,1.26780624,1.00235041,0.80001536,0.90523495,0.96436781
0.718835,1.01268856,0.7712373,1.20097938,0.63961036,1.21642696,1.28557292,1.17261309,0.95260013,0.85974633,1.30791417,0.98920744
0.80370813,1.67350438,0.90439719,0.81941757,0.73028284,1.06732781,1.43298023,0.92395436,0.83676985,1.47447572,0.98185917,0.98934612
1.04487272,1.13677789,0.94644273,1.06590799,0.63613285,0.93474521,1.14969712,1.07886572,1.01650049,1.30775484,1.17427447,1.40055548
1.17035027,1.39724356,1.15947912,0.92501907,0.93399135,1.1514245,0.82715134,0.77653088,1.23309564,1.2880721,0.81032662,1.42835482
1.21742564,1.5857889,0.84536856,1.1505248,1.0543176,1.39151902,1.24061132,0.92501903,1.31079758,1.07927894,1.22067946,1.17667756
0.84850402,1.04549997,0.71388431,1.42768448,0.60914416,1.24485902,1.01635168,0.98181029,1.13760913,1.44523728,1.24402401,0.63918044
1.45679713,1.80905804,0.57934321,1.37248348,0.9399582,1.02074428,0.70808979,0.6619785,1.262451,1.08424341,1.27661237,0.6437894
1.2570775,1.0492313,1.03506683,0.83527198,0.6230689,0.89775403,1.18781652,0.87142473,0.79469598,1.2245791,1.10668011,1.05953845
0.65465691,1.04848062,0.75074755,1.0136206,0.97706579,1.34448665,1.32542881,1.34059304,1.02544757,1.27223556,0.82113668,1.21684638
1.18952047,1.59613881,1.34406935,1.00130583,0.89406187,1.03468492,1.3932085,1.52025722,0.75529877,0.9346178,0.7121154,0.60083952
1.25380903,1.33398856,0.87426598,1.18495932,1.1099675,0.92896413,1.05224842,1.02255913,1.65090734,1.65333839,1.82625981,0.83675363
0.90597914,1.78803909,0.77762656,0.78421208,1.48734394,1.32433767,1.17821602,0.96636364,1.30351243,1.65975588,1.49002227,1.48835216
1.28307238,1.31503186,0.99553333,1.05697301,0.74529531,0.50734683,1.21747221,0.65698029,0.92144873,1.42737535,1.16534566,1.62816085
1.30513183,1.48726221,1.21263868,1.14171484,0.77060188,0.74621834,1.47345042,1.15876188,0.71879013,2.05205838,0.65425957,0.78657524
1.39869108,1.48527673,0.79454381,1.04753237,0.68000103,0.6189026,0.97518239,1.10084488,1.06489922,1.31660389,0.98404039,1.0201118
0.92473808,1.83755116,0.81339008,0.89394439,1.32106755,0.61957107,1.23505247,0.80294228,0.98891672,1.03387463,1.40805083,0.82294642
1.27381223,0.49141225,0.78151755,1.25117528,1.0657535,0.8103686,1.24505406,0.78085548,0.87163651,1.71433157,1.10077763,1.25900085
1.11178908,0.54955181,1.14821157,1.10566977,1.06526241,0.83986557,0.98019383,0.82249261,1.16785061,0.95674815,1.14661006,1.04264585
1.29684758,0.69972852,1.26802956,0.68957351,0.7784589,0.70482838,0.63224191,0.75270882,1.2596826,1.06067352,1.15574018,1.35316364
1.35887968,0.66212987,1.07075921,1.24113096,1.19505494,0.9121883,0.78136397,0.73524201,1.11101707,1.65460207,1.56681153,1.25453802
1.38940489,1.04445097,0.71229075,0.71460319,0.85269099,0.61262921,1.33232131,1.17237802,1.45398083,1.75272048,1.34267103,1.4258857
1.26897614,0.76088896,1.30857569,1.00431527,1.16842115,0.71530395,0.92518403,1.30054385,0.67701888,1.19897832,1.07324359,0.90337768
0.97747917,1.00451231,0.7867185,1.24158588,1.2762337,0.87629477,0.77211482,1.15099695,1.31614036,1.30261362,1.60152048,1.4697623
1.08316094,0.78377947,1.34990184,1.08181676,0.84190139,0.52353325,0.85936788,1.04422832,1.75742376,0.91868662,1.05983031,1.32129481
1.59757697,0.80928551,0.70043991,1.04747272,1.20611649,0.72201074,1.23771947,0.9436726,1.05082108,1.13487271,1.15152771,1.39382391
1.02664433,1.19118797,0.69953362,0.84871682,1.12790312,0.6316045,1.09241682,0.6792934,1.39252961,1.30535537,1.21981075,1.15746213
1.23514512,1.00784399,0.67898892,0.97518916,1.16245934,0.6916986,1.37219924,0.75052863,0.99958211,1.411239,1.11558497,1.10651057
1.10703737,1.00526842,1.21111637,1.40678987,1.69837911,1.43021155,1.04984986,0.6758951,0.60140474,1.0790037,0.62261906,1.63936634
1.65163938,1.37288572,0.66070334,0.90154424,1.19091268,0.93106911,0.760381,0.80523372,0.61258553,0.71769022,0.60752076,1.62553656
1.32223718,1.03594365,1.8122647,0.95376663,0.86158409,0.70757835,0.66551859,1.25983508,0.86367408,0.64031678,0.69304743,0.89391359
0.52561337,1.05559161,1.00264465,1.11445687,1.39361172,1.03597545,1.17400477,1.37370455,0.96109469,0.73500626,0.92558339,1.07289783
0.63345016,1.01679379,0.92609382,0.88800661,1.21593977,0.62268886,1.12038602,1.19319121,0.87958836,0.81431712,0.74337416,1.0504562
0.54680805,1.22574161,1.08832568,1.42792182,1.16837957,0.71286687,1.49351019,1.02491309,0.78798292,1.58705514,0.60797512,1.47130958
1.21144561,1.71265359,1.08191924,1.02450364,1.11593697,1.11147309,1.06476647,0.93134673,0.76161285,0.85398739,0.91545702,0.77220921
0.87977707,1.54639162,1.20165762,1.24850022,1.22336906,0.93474748,1.25996068,1.3477124,0.73470047,1.0145553,0.70641244,1.21223984
0.66937246,1.25620363,0.76983674,1.36202756,0.58892523,0.906265,1.60443699,0.75446591,1.44661065,1.77816655,1.11001342,1.19442689
0.87808834,0.8105704,0.92153871,1.24607273,0.57259047,0.6498914,0.72778118,0.70079237,1.09723301,1.2574066,0.69199938,1.12576362
1.60206904,0.972497,0.80349185,0.81123493,0.56063512,0.95022881,1.27336179,1.18581135,1.15552851,1.92725999,0.9257435,1.14088861
1.554882,0.95482907,0.8220133,1.26337548,0.56019422,0.79263608,0.8962179,0.71510533,0.87173363,0.66905815,1.48335079,0.8801307
1.31678793,1.26878615,1.07516662,1.06859076,0.62769754,1.07565546,0.53848497,0.89960077,1.03781496,1.70009506,0.86000373,1.21759533
1.25787206,0.94387156,1.05018113,0.57504473,0.6773495,0.88996088,0.58281935,1.48296535,1.21983202,1.598051,0.71559591,1.92342502
0.62444966,1.51088343,0.90611012,0.75525966,0.68635901,0.89901272,0.56898426,1.2726415,1.126972,1.46262031,1.08669707,1.00157117
1.49327482,1.1923789,1.06804749,0.97374924,0.59278781,0.88034381,0.5015828,0.73324136,0.70049906,1.72131177,1.17540184,1.33711322
0.82894346,1.09158178,0.77887366,0.74995805,0.6933869,1.61211955,0.5202164,0.97949697,1.33972316,1.25881889,0.75298847,1.83281934
1.09337327,1.01863255,0.89352582,1.26912518,0.96791871,0.81995043,0.68909465,0.67068483,1.19456939,0.68410242,1.56381706,1.12110819
0.73066803,1.23521944,0.70052836,1.05757506,0.65743865,1.25965714,0.72888873,1.06790522,0.94993925,1.35139412,1.08931494,1.16965557
0.99736219,1.15905468,0.87065179,0.72569877,0.65408522,1.23550683,0.65129135,1.15099315,1.07119363,0.76592732,1.1614992,1.19691969
0.98754487,0.95412701,0.85537379,1.05528423,0.96352067,0.89089004,0.66128831,1.29426737,1.03416286,1.1728912,0.7022251,1.62442954
1.1029041,0.98653312,1.40851939,0.93687864,0.96607933,0.94171542,0.75478533,0.89157418,1.5219081,1.6213989,0.93562294,0.49616188
1.04797025,1.06278187,1.03131534,0.74957036,0.78155076,1.46996922,0.64994395,0.98208473,1.37913636,1.20855396,0.94151267,0.54582174
1.19819368,1.08582682,1.21546735,0.85585411,0.93989312,1.48617268,0.64325397,1.36703917,1.29936976,1.58407365,0.92444954,1.11750493
1.34101379,1.02491956,1.43597151,0.73263768,0.63947691,1.25313117,0.70785988,0.9272814,0.9254666,1.56775633,0.9848938,0.63832479
0.81751978,0.89739781,1.15917736,0.91692599,1.54223632,1.0430073,1.10239857,1.11994866,0.99663941,0.8372807,1.29710285,0.88752885
1.50617044,1.83125597,0.77837311,1.38753594,1.06078833,0.80053215,0.98707019,0.72180004,1.40103414,1.28825287,1.09277295,0.75265016
1.16617042,0.79759337,0.98593424,1.04857877,0.76614789,0.81899402,0.80647947,0.8935413,1.52296463,1.04431714,1.46743016,1.10215724
1.11435194,1.15569441,1.00787785,1.00013525,1.23510618,1.31824615,1.13528776,1.12741514,1.05988183,0.93398547,0.78241183,1.25781076
1.16792571,1.28458256,1.16485063,0.75188167,0.74341436,1.1680062,1.01500866,0.71951937,1.34080248,1.37797304,1.50262127,0.75915087
1.04908164,1.14774018,1.24114628,1.31105207,1.20481401,1.05892609,0.96065093,0.6622854,1.58628359,1.74788421,0.86640219,0.66377836
1.08769355,1.01670612,1.02740883,1.11353235,1.06572882,0.99770212,0.66884468,1.18636821,1.33485276,1.11923208,1.29238331,1.1475797
1.27507498,1.31328088,1.03296825,1.28927552,0.85904682,1.278185,1.06094447,0.90149141,1.3071669,1.12929619,0.95414552,0.84257796
0.98764741,1.00380106,0.92217016,1.34111849,0.78105466,1.22660288,0.96416311,0.98432132,1.49926636,0.89978022,0.69693254,1.39419513
1.0122955,1.06799345,1.17667814,1.15134432,0.68465244,1.48428534,0.84266625,1.35239424,1.24597266,1.28129559,1.83126365,1.01391097
1.3246304,1.24224032,1.2737178,1.33785075,0.90399399,1.57316955,0.64426633,1.29053529,1.09999096,1.20338961,1.0080505,0.62861035
1.2864298,1.71954733,1.00298155,1.2332487,1.02230143,1.23081759,0.69569068,0.73343818,1.14064531,1.50310381,1.07416317,1.32055905
0.93212924,1.04351665,1.17719373,1.03981752,1.91967064,0.61347897,0.97250013,0.89964295,1.27720548,1.08428187,1.31365898,0.81478639
0.8660976,0.99769967,0.94408068,1.03455532,1.72803765,0.577183,0.63314312,1.48175399,1.13712502,0.96285648,1.24428314,1.17673176
1.26135227,1.40322037,1.3159713,1.34363823,1.11314557,0.61432998,1.13684349,1.19638932,1.44209096,1.18560177,0.80634815,0.99258598
1.58966878,1.07475562,1.15191375,0.97686971,1.25032024,0.52506151,0.95570425,0.9345552,1.13009139,1.32884556,1.11183026,0.89413343
1.57228113,1.27955675,0.94565301,1.38683145,1.39171357,0.96950312,0.69729952,0.8511498,1.01693453,0.80782038,1.24818165,0.71369675
1.41839429,1.45690301,0.65982372,0.86224926,0.94223756,0.60465691,0.78987409,1.19808638,1.40701387,0.93158053,0.99075669,0.7642763
1.16267432,1.03956056,0.70451282,1.29138858,1.27087656,0.55509072,0.95887148,0.89861322,0.96107345,1.1653548,1.019556,1.46642763
1.4885124,0.7431425,1.3160721,1.15951398,1.01407085,0.81632438,0.80349209,1.22797678,1.66867743,1.58322457,1.21025326,1.10206406
1.60576866,1.41784121,0.81448572,0.90089553,0.98500028,0.64234976,1.09606884,1.14593036,0.48693593,1.82131558,1.5499156,0.89639887
0.91254067,1.30184218,0.7053244,1.33968525,1.12183114,0.71340936,1.0314354,0.73138231,0.5180319,1.13007103,1.13953666,0.72067421
1.61914952,1.15958161,1.17791693,1.02193867,1.09397786,0.71345334,1.15176633,1.08720265,0.46402525,1.24135156,0.88719896,0.96635429
